Name,Dt,ExistingConfirmedDiagnosis,CumulativeDiagnosis,Deaths,Cures,DateMS
湖北,2020-02-13T04:02:29.519Z,43455,3441,48206,1310,1581566549519
武汉,2020-02-13T04:02:29.519Z,30042,1916,32994,1036,1581566549519
孝感,2020-02-13T04:02:29.519Z,2618,207,2874,49,1581566549519
黄冈,2020-02-13T04:02:29.519Z,2177,427,2662,58,1581566549519
荆州,2020-02-13T04:02:29.519Z,1307,101,1431,23,1581566549519
随州,2020-02-13T04:02:29.519Z,1084,62,1160,14,1581566549519
襄阳,2020-02-13T04:02:29.519Z,1022,66,1101,13,1581566549519
鄂州,2020-02-13T04:02:29.519Z,940,95,1065,30,1581566549519
荆门,2020-02-13T04:02:29.519Z,811,92,927,24,1581566549519
黄石,2020-02-13T04:02:29.519Z,789,113,911,9,1581566549519
宜昌,2020-02-13T04:02:29.519Z,727,72,810,11,1581566549519
十堰,2020-02-13T04:02:29.519Z,480,81,562,1,1581566549519
咸宁,2020-02-13T04:02:29.519Z,443,84,534,7,1581566549519
仙桃,2020-02-13T04:02:29.519Z,416,48,480,16,1581566549519
天门,2020-02-13T04:02:29.519Z,339,13,362,10,1581566549519
恩施州,2020-02-13T04:02:29.519Z,177,48,229,4,1581566549519
潜江,2020-02-13T04:02:29.519Z,81,8,94,5,1581566549519
神农架林区,2020-02-13T04:02:29.519Z,2,8,10,0,1581566549519
广东,2020-02-13T04:02:29.519Z,950,289,1241,2,1581566549519
深圳,2020-02-13T04:02:29.519Z,309,82,391,0,1581566549519
广州,2020-02-13T04:02:29.519Z,256,71,327,0,1581566549519
珠海,2020-02-13T04:02:29.519Z,68,21,89,0,1581566549519
佛山,2020-02-13T04:02:29.519Z,64,17,81,0,1581566549519
东莞,2020-02-13T04:02:29.519Z,63,7,70,0,1581566549519
中山,2020-02-13T04:02:29.519Z,42,22,64,0,1581566549519
惠州,2020-02-13T04:02:29.519Z,48,7,55,0,1581566549519
汕头,2020-02-13T04:02:29.519Z,17,8,25,0,1581566549519
江门,2020-02-13T04:02:29.519Z,18,4,22,0,1581566549519
湛江,2020-02-13T04:02:29.519Z,12,9,21,0,1581566549519
肇庆,2020-02-13T04:02:29.519Z,8,7,16,1,1581566549519
阳江,2020-02-13T04:02:29.519Z,8,5,13,0,1581566549519
梅州,2020-02-13T04:02:29.519Z,8,5,13,0,1581566549519
茂名,2020-02-13T04:02:29.519Z,11,2,13,0,1581566549519
清远,2020-02-13T04:02:29.519Z,7,5,12,0,1581566549519
韶关,2020-02-13T04:02:29.519Z,5,3,8,0,1581566549519
揭阳,2020-02-13T04:02:29.519Z,5,3,8,0,1581566549519
汕尾,2020-02-13T04:02:29.519Z,4,1,5,0,1581566549519
潮州,2020-02-13T04:02:29.519Z,5,0,5,0,1581566549519
河源,2020-02-13T04:02:29.519Z,2,1,3,0,1581566549519
待明确地区,2020-02-13T04:02:29.519Z,0,9,0,1,1581566549519
河南,2020-02-13T04:02:29.519Z,897,262,1169,10,1581566549519
信阳,2020-02-13T04:02:29.519Z,202,38,240,0,1581566549519
南阳,2020-02-13T04:02:29.519Z,107,36,145,2,1581566549519
郑州,2020-02-13T04:02:29.519Z,94,47,141,0,1581566549519
驻马店,2020-02-13T04:02:29.519Z,103,31,134,0,1581566549519
商丘,2020-02-13T04:02:29.519Z,73,14,87,0,1581566549519
周口,2020-02-13T04:02:29.519Z,48,20,68,0,1581566549519
平顶山,2020-02-13T04:02:29.519Z,37,18,56,1,1581566549519
新乡,2020-02-13T04:02:29.519Z,46,7,54,1,1581566549519
安阳,2020-02-13T04:02:29.519Z,40,10,50,0,1581566549519
许昌,2020-02-13T04:02:29.519Z,31,3,34,0,1581566549519
漯河,2020-02-13T04:02:29.519Z,27,6,33,0,1581566549519
洛阳,2020-02-13T04:02:29.519Z,26,4,30,0,1581566549519
焦作,2020-02-13T04:02:29.519Z,23,5,29,1,1581566549519
开封,2020-02-13T04:02:29.519Z,22,3,25,0,1581566549519
鹤壁,2020-02-13T04:02:29.519Z,15,4,19,0,1581566549519
濮阳,2020-02-13T04:02:29.519Z,12,1,13,0,1581566549519
三门峡,2020-02-13T04:02:29.519Z,4,3,7,0,1581566549519
济源,2020-02-13T04:02:29.519Z,4,0,4,0,1581566549519
待明确地区,2020-02-13T04:02:29.519Z,0,12,0,5,1581566549519
浙江,2020-02-13T04:02:29.519Z,818,327,1145,0,1581566549519
温州,2020-02-13T04:02:29.519Z,370,120,490,0,1581566549519
杭州,2020-02-13T04:02:29.519Z,99,63,162,0,1581566549519
宁波,2020-02-13T04:02:29.519Z,122,31,153,0,1581566549519
台州,2020-02-13T04:02:29.519Z,98,46,144,0,1581566549519
金华,2020-02-13T04:02:29.519Z,32,23,55,0,1581566549519
嘉兴,2020-02-13T04:02:29.519Z,36,6,42,0,1581566549519
绍兴,2020-02-13T04:02:29.519Z,26,15,41,0,1581566549519
衢州,2020-02-13T04:02:29.519Z,16,5,21,0,1581566549519
丽水,2020-02-13T04:02:29.519Z,8,9,17,0,1581566549519
舟山,2020-02-13T04:02:29.519Z,5,5,10,0,1581566549519
湖州,2020-02-13T04:02:29.519Z,6,4,10,0,1581566549519
湖南,2020-02-13T04:02:29.519Z,652,314,968,2,1581566549519
长沙,2020-02-13T04:02:29.519Z,171,57,228,0,1581566549519
岳阳,2020-02-13T04:02:29.519Z,105,42,148,1,1581566549519
邵阳,2020-02-13T04:02:29.519Z,65,33,99,1,1581566549519
常德,2020-02-13T04:02:29.519Z,51,26,77,0,1581566549519
株洲,2020-02-13T04:02:29.519Z,61,14,75,0,1581566549519
娄底,2020-02-13T04:02:29.519Z,50,22,72,0,1581566549519
益阳,2020-02-13T04:02:29.519Z,37,22,59,0,1581566549519
衡阳,2020-02-13T04:02:29.519Z,22,23,45,0,1581566549519
永州,2020-02-13T04:02:29.519Z,25,18,43,0,1581566549519
怀化,2020-02-13T04:02:29.519Z,18,21,39,0,1581566549519
郴州,2020-02-13T04:02:29.519Z,23,15,38,0,1581566549519
湘潭,2020-02-13T04:02:29.519Z,20,12,32,0,1581566549519
湘西自治州,2020-02-13T04:02:29.519Z,2,6,8,0,1581566549519
张家界,2020-02-13T04:02:29.519Z,2,3,5,0,1581566549519
安徽,2020-02-13T04:02:29.519Z,770,135,910,5,1581566549519
合肥,2020-02-13T04:02:29.519Z,132,28,161,1,1581566549519
蚌埠,2020-02-13T04:02:29.519Z,140,2,146,4,1581566549519
阜阳,2020-02-13T04:02:29.519Z,125,17,142,0,1581566549519
亳州,2020-02-13T04:02:29.519Z,84,16,100,0,1581566549519
安庆,2020-02-13T04:02:29.519Z,65,15,80,0,1581566549519
六安,2020-02-13T04:02:29.519Z,57,3,60,0,1581566549519
宿州,2020-02-13T04:02:29.519Z,30,8,38,0,1581566549519
马鞍山,2020-02-13T04:02:29.519Z,24,8,32,0,1581566549519
芜湖,2020-02-13T04:02:29.519Z,27,4,31,0,1581566549519
铜陵,2020-02-13T04:02:29.519Z,18,10,28,0,1581566549519
淮北,2020-02-13T04:02:29.519Z,19,6,25,0,1581566549519
淮南,2020-02-13T04:02:29.519Z,17,6,23,0,1581566549519
池州,2020-02-13T04:02:29.519Z,13,3,16,0,1581566549519
滁州,2020-02-13T04:02:29.519Z,9,4,13,0,1581566549519
黄山,2020-02-13T04:02:29.519Z,8,1,9,0,1581566549519
宣城,2020-02-13T04:02:29.519Z,2,4,6,0,1581566549519
江西,2020-02-13T04:02:29.519Z,701,170,872,1,1581566549519
南昌,2020-02-13T04:02:29.519Z,149,61,210,0,1581566549519
新余,2020-02-13T04:02:29.519Z,93,28,121,0,1581566549519
上饶,2020-02-13T04:02:29.519Z,102,17,119,0,1581566549519
九江,2020-02-13T04:02:29.519Z,95,14,109,0,1581566549519
宜春,2020-02-13T04:02:29.519Z,79,16,95,0,1581566549519
赣州,2020-02-13T04:02:29.519Z,65,10,76,1,1581566549519
抚州,2020-02-13T04:02:29.519Z,55,14,69,0,1581566549519
萍乡,2020-02-13T04:02:29.519Z,27,2,29,0,1581566549519
吉安,2020-02-13T04:02:29.519Z,15,5,20,0,1581566549519
鹰潭,2020-02-13T04:02:29.519Z,16,2,18,0,1581566549519
景德镇,2020-02-13T04:02:29.519Z,4,1,5,0,1581566549519
赣江新区,2020-02-13T04:02:29.519Z,1,0,1,0,1581566549519
江苏,2020-02-13T04:02:29.519Z,439,131,570,0,1581566549519
南京,2020-02-13T04:02:29.519Z,66,24,90,0,1581566549519
苏州,2020-02-13T04:02:29.519Z,69,16,85,0,1581566549519
徐州,2020-02-13T04:02:29.519Z,55,16,71,0,1581566549519
淮安,2020-02-13T04:02:29.519Z,45,6,51,0,1581566549519
无锡,2020-02-13T04:02:29.519Z,41,8,49,0,1581566549519
连云港,2020-02-13T04:02:29.519Z,37,5,42,0,1581566549519
南通,2020-02-13T04:02:29.519Z,28,10,38,0,1581566549519
常州,2020-02-13T04:02:29.519Z,27,11,38,0,1581566549519
泰州,2020-02-13T04:02:29.519Z,22,15,37,0,1581566549519
盐城,2020-02-13T04:02:29.519Z,19,6,25,0,1581566549519
扬州,2020-02-13T04:02:29.519Z,14,6,20,0,1581566549519
镇江,2020-02-13T04:02:29.519Z,10,2,12,0,1581566549519
宿迁,2020-02-13T04:02:29.519Z,6,6,12,0,1581566549519
重庆,2020-02-13T04:02:29.519Z,413,102,518,3,1581566549519
万州区,2020-02-13T04:02:29.519Z,86,16,103,1,1581566549519
江北区,2020-02-13T04:02:29.519Z,23,2,25,0,1581566549519
合川区,2020-02-13T04:02:29.519Z,18,3,21,0,1581566549519
綦江区,2020-02-13T04:02:29.519Z,20,1,21,0,1581566549519
云阳县,2020-02-13T04:02:29.519Z,10,11,21,0,1581566549519
九龙坡区,2020-02-13T04:02:29.519Z,16,3,20,1,1581566549519
开州区,2020-02-13T04:02:29.519Z,8,11,20,1,1581566549519
垫江县,2020-02-13T04:02:29.519Z,19,1,20,0,1581566549519
渝中区,2020-02-13T04:02:29.519Z,19,1,20,0,1581566549519
忠县,2020-02-13T04:02:29.519Z,12,7,19,0,1581566549519
奉节县,2020-02-13T04:02:29.519Z,16,2,18,0,1581566549519
长寿区,2020-02-13T04:02:29.519Z,9,8,17,0,1581566549519
两江新区,2020-02-13T04:02:29.519Z,14,3,17,0,1581566549519
渝北区,2020-02-13T04:02:29.519Z,12,3,15,0,1581566549519
潼南区,2020-02-13T04:02:29.519Z,15,0,15,0,1581566549519
大足区,2020-02-13T04:02:29.519Z,13,1,14,0,1581566549519
石柱县,2020-02-13T04:02:29.519Z,11,3,14,0,1581566549519
巫溪县,2020-02-13T04:02:29.519Z,7,6,13,0,1581566549519
南岸区,2020-02-13T04:02:29.519Z,10,1,11,0,1581566549519
丰都县,2020-02-13T04:02:29.519Z,9,1,10,0,1581566549519
巫山县,2020-02-13T04:02:29.519Z,6,4,10,0,1581566549519
璧山区,2020-02-13T04:02:29.519Z,6,2,8,0,1581566549519
铜梁区,2020-02-13T04:02:29.519Z,8,0,8,0,1581566549519
荣昌区,2020-02-13T04:02:29.519Z,8,0,8,0,1581566549519
沙坪坝区,2020-02-13T04:02:29.519Z,8,0,8,0,1581566549519
大渡口区,2020-02-13T04:02:29.519Z,4,3,7,0,1581566549519
巴南区,2020-02-13T04:02:29.519Z,4,1,5,0,1581566549519
永川区,2020-02-13T04:02:29.519Z,4,1,5,0,1581566549519
江津区,2020-02-13T04:02:29.519Z,3,1,4,0,1581566549519
梁平区,2020-02-13T04:02:29.519Z,2,2,4,0,1581566549519
高新区,2020-02-13T04:02:29.519Z,4,0,4,0,1581566549519
涪陵区,2020-02-13T04:02:29.519Z,3,0,3,0,1581566549519
城口县,2020-02-13T04:02:29.519Z,1,1,2,0,1581566549519
黔江区,2020-02-13T04:02:29.519Z,0,2,2,0,1581566549519
彭水县,2020-02-13T04:02:29.519Z,2,0,2,0,1581566549519
秀山县,2020-02-13T04:02:29.519Z,0,1,1,0,1581566549519
武隆区,2020-02-13T04:02:29.519Z,1,0,1,0,1581566549519
酉阳县,2020-02-13T04:02:29.519Z,1,0,1,0,1581566549519
万盛经开区,2020-02-13T04:02:29.519Z,1,0,1,0,1581566549519
山东,2020-02-13T04:02:29.519Z,401,103,506,2,1581566549519
青岛,2020-02-13T04:02:29.519Z,39,13,53,1,1581566549519
济南,2020-02-13T04:02:29.519Z,37,10,47,0,1581566549519
烟台,2020-02-13T04:02:29.519Z,39,7,46,0,1581566549519
临沂,2020-02-13T04:02:29.519Z,33,12,45,0,1581566549519
济宁,2020-02-13T04:02:29.519Z,29,14,43,0,1581566549519
威海,2020-02-13T04:02:29.519Z,29,9,38,0,1581566549519
潍坊,2020-02-13T04:02:29.519Z,33,5,38,0,1581566549519
聊城,2020-02-13T04:02:29.519Z,35,3,38,0,1581566549519
德州,2020-02-13T04:02:29.519Z,28,6,35,1,1581566549519
泰安,2020-02-13T04:02:29.519Z,28,4,32,0,1581566549519
淄博,2020-02-13T04:02:29.519Z,22,1,23,0,1581566549519
枣庄,2020-02-13T04:02:29.519Z,19,4,23,0,1581566549519
菏泽,2020-02-13T04:02:29.519Z,11,7,18,0,1581566549519
日照,2020-02-13T04:02:29.519Z,13,2,15,0,1581566549519
滨州,2020-02-13T04:02:29.519Z,6,6,12,0,1581566549519
四川,2020-02-13T04:02:29.519Z,354,96,451,1,1581566549519
成都,2020-02-13T04:02:29.519Z,88,42,131,1,1581566549519
甘孜州,2020-02-13T04:02:29.519Z,34,3,37,0,1581566549519
达州,2020-02-13T04:02:29.519Z,31,5,36,0,1581566549519
南充,2020-02-13T04:02:29.519Z,30,5,35,0,1581566549519
广安,2020-02-13T04:02:29.519Z,25,5,30,0,1581566549519
绵阳,2020-02-13T04:02:29.519Z,18,4,22,0,1581566549519
巴中,2020-02-13T04:02:29.519Z,21,1,22,0,1581566549519
内江,2020-02-13T04:02:29.519Z,18,3,21,0,1581566549519
泸州,2020-02-13T04:02:29.519Z,17,2,19,0,1581566549519
德阳,2020-02-13T04:02:29.519Z,17,0,17,0,1581566549519
攀枝花,2020-02-13T04:02:29.519Z,4,9,13,0,1581566549519
宜宾,2020-02-13T04:02:29.519Z,8,3,11,0,1581566549519
遂宁,2020-02-13T04:02:29.519Z,6,4,10,0,1581566549519
凉山州,2020-02-13T04:02:29.519Z,9,1,10,0,1581566549519
自贡,2020-02-13T04:02:29.519Z,7,2,9,0,1581566549519
眉山,2020-02-13T04:02:29.519Z,6,2,8,0,1581566549519
雅安,2020-02-13T04:02:29.519Z,5,2,7,0,1581566549519
广元,2020-02-13T04:02:29.519Z,5,1,6,0,1581566549519
乐山,2020-02-13T04:02:29.519Z,3,0,3,0,1581566549519
资阳,2020-02-13T04:02:29.519Z,1,2,3,0,1581566549519
阿坝州,2020-02-13T04:02:29.519Z,1,0,1,0,1581566549519
黑龙江,2020-02-13T04:02:29.519Z,355,31,395,9,1581566549519
哈尔滨,2020-02-13T04:02:29.519Z,143,15,159,1,1581566549519
绥化,2020-02-13T04:02:29.519Z,38,3,45,4,1581566549519
鸡西,2020-02-13T04:02:29.519Z,43,1,44,0,1581566549519
双鸭山,2020-02-13T04:02:29.519Z,36,1,39,2,1581566549519
齐齐哈尔,2020-02-13T04:02:29.519Z,28,4,33,1,1581566549519
七台河,2020-02-13T04:02:29.519Z,16,0,16,0,1581566549519
大庆,2020-02-13T04:02:29.519Z,14,0,15,1,1581566549519
佳木斯,2020-02-13T04:02:29.519Z,10,5,15,0,1581566549519
牡丹江,2020-02-13T04:02:29.519Z,11,1,12,0,1581566549519
黑河,2020-02-13T04:02:29.519Z,10,0,10,0,1581566549519
鹤岗,2020-02-13T04:02:29.519Z,4,1,5,0,1581566549519
大兴安岭,2020-02-13T04:02:29.519Z,2,0,2,0,1581566549519
