Name,Dt,ExistingConfirmedDiagnosis,CumulativeDiagnosis,Deaths,Cures,DateMS
湖北,2020-02-15T09:12:30.844Z,48157,54406,1457,4792,1581757950844
武汉,2020-02-15T09:12:30.844Z,34272,37914,1123,2519,1581757950844
孝感,2020-02-15T09:12:30.844Z,2739,3114,62,313,1581757950844
黄冈,2020-02-15T09:12:30.844Z,2138,2817,68,611,1581757950844
荆州,2020-02-15T09:12:30.844Z,1253,1478,32,193,1581757950844
随州,2020-02-15T09:12:30.844Z,1117,1232,19,96,1581757950844
襄阳,2020-02-15T09:12:30.844Z,1025,1128,18,85,1581757950844
鄂州,2020-02-15T09:12:30.844Z,960,1192,33,199,1581757950844
宜昌,2020-02-15T09:12:30.844Z,799,906,15,92,1581757950844
黄石,2020-02-15T09:12:30.844Z,797,980,13,170,1581757950844
荆门,2020-02-15T09:12:30.844Z,762,902,28,112,1581757950844
咸宁,2020-02-15T09:12:30.844Z,705,840,8,127,1581757950844
十堰,2020-02-15T09:12:30.844Z,495,597,2,100,1581757950844
仙桃,2020-02-15T09:12:30.844Z,434,514,17,63,1581757950844
天门,2020-02-15T09:12:30.844Z,391,422,10,21,1581757950844
恩施州,2020-02-15T09:12:30.844Z,169,244,4,71,1581757950844
潜江,2020-02-15T09:12:30.844Z,99,116,5,12,1581757950844
神农架林区,2020-02-15T09:12:30.844Z,2,10,0,8,1581757950844
广东,2020-02-15T09:12:30.844Z,895,1294,2,397,1581757950844
深圳,2020-02-15T09:12:30.844Z,302,406,0,104,1581757950844
广州,2020-02-15T09:12:30.844Z,229,335,0,106,1581757950844
东莞,2020-02-15T09:12:30.844Z,73,81,1,7,1581757950844
佛山,2020-02-15T09:12:30.844Z,62,84,0,22,1581757950844
珠海,2020-02-15T09:12:30.844Z,61,95,0,34,1581757950844
惠州,2020-02-15T09:12:30.844Z,40,58,0,18,1581757950844
中山,2020-02-15T09:12:30.844Z,34,65,0,31,1581757950844
江门,2020-02-15T09:12:30.844Z,19,22,0,3,1581757950844
汕头,2020-02-15T09:12:30.844Z,14,25,0,11,1581757950844
湛江,2020-02-15T09:12:30.844Z,11,22,0,11,1581757950844
茂名,2020-02-15T09:12:30.844Z,10,13,0,3,1581757950844
肇庆,2020-02-15T09:12:30.844Z,9,17,1,7,1581757950844
梅州,2020-02-15T09:12:30.844Z,8,15,0,7,1581757950844
阳江,2020-02-15T09:12:30.844Z,6,13,0,7,1581757950844
韶关,2020-02-15T09:12:30.844Z,6,10,0,4,1581757950844
清远,2020-02-15T09:12:30.844Z,5,12,0,7,1581757950844
揭阳,2020-02-15T09:12:30.844Z,4,8,0,4,1581757950844
汕尾,2020-02-15T09:12:30.844Z,4,5,0,1,1581757950844
潮州,2020-02-15T09:12:30.844Z,4,5,0,1,1581757950844
河源,2020-02-15T09:12:30.844Z,2,3,0,1,1581757950844
待明确地区,2020-02-15T09:12:30.844Z,0,0,0,8,1581757950844
河南,2020-02-15T09:12:30.844Z,817,1212,13,382,1581757950844
信阳,2020-02-15T09:12:30.844Z,187,252,1,64,1581757950844
南阳,2020-02-15T09:12:30.844Z,96,150,2,52,1581757950844
驻马店,2020-02-15T09:12:30.844Z,79,138,0,59,1581757950844
郑州,2020-02-15T09:12:30.844Z,78,144,0,66,1581757950844
商丘,2020-02-15T09:12:30.844Z,63,90,2,25,1581757950844
周口,2020-02-15T09:12:30.844Z,45,70,0,25,1581757950844
新乡,2020-02-15T09:12:30.844Z,43,55,2,10,1581757950844
平顶山,2020-02-15T09:12:30.844Z,38,58,1,19,1581757950844
安阳,2020-02-15T09:12:30.844Z,33,51,0,18,1581757950844
许昌,2020-02-15T09:12:30.844Z,31,37,0,6,1581757950844
漯河,2020-02-15T09:12:30.844Z,25,34,0,9,1581757950844
洛阳,2020-02-15T09:12:30.844Z,23,31,0,8,1581757950844
焦作,2020-02-15T09:12:30.844Z,23,30,1,6,1581757950844
开封,2020-02-15T09:12:30.844Z,19,25,0,6,1581757950844
濮阳,2020-02-15T09:12:30.844Z,16,17,0,1,1581757950844
鹤壁,2020-02-15T09:12:30.844Z,15,19,0,4,1581757950844
济源,2020-02-15T09:12:30.844Z,4,4,0,0,1581757950844
三门峡,2020-02-15T09:12:30.844Z,3,7,0,4,1581757950844
待明确地区,2020-02-15T09:12:30.844Z,0,0,4,0,1581757950844
浙江,2020-02-15T09:12:30.844Z,745,1162,0,417,1581757950844
温州,2020-02-15T09:12:30.844Z,340,499,0,159,1581757950844
宁波,2020-02-15T09:12:30.844Z,108,154,0,46,1581757950844
杭州,2020-02-15T09:12:30.844Z,93,166,0,73,1581757950844
台州,2020-02-15T09:12:30.844Z,85,145,0,60,1581757950844
嘉兴,2020-02-15T09:12:30.844Z,33,43,0,10,1581757950844
金华,2020-02-15T09:12:30.844Z,31,55,0,24,1581757950844
绍兴,2020-02-15T09:12:30.844Z,25,42,0,17,1581757950844
衢州,2020-02-15T09:12:30.844Z,12,21,0,9,1581757950844
丽水,2020-02-15T09:12:30.844Z,7,17,0,10,1581757950844
湖州,2020-02-15T09:12:30.844Z,6,10,0,4,1581757950844
舟山,2020-02-15T09:12:30.844Z,5,10,0,5,1581757950844
安徽,2020-02-15T09:12:30.844Z,728,950,6,216,1581757950844
蚌埠,2020-02-15T09:12:30.844Z,141,153,5,7,1581757950844
合肥,2020-02-15T09:12:30.844Z,129,168,1,38,1581757950844
阜阳,2020-02-15T09:12:30.844Z,122,150,0,28,1581757950844
亳州,2020-02-15T09:12:30.844Z,82,107,0,25,1581757950844
安庆,2020-02-15T09:12:30.844Z,49,82,0,33,1581757950844
六安,2020-02-15T09:12:30.844Z,48,63,0,15,1581757950844
宿州,2020-02-15T09:12:30.844Z,28,39,0,11,1581757950844
马鞍山,2020-02-15T09:12:30.844Z,25,35,0,10,1581757950844
芜湖,2020-02-15T09:12:30.844Z,20,31,0,11,1581757950844
淮北,2020-02-15T09:12:30.844Z,20,26,0,6,1581757950844
铜陵,2020-02-15T09:12:30.844Z,18,28,0,10,1581757950844
淮南,2020-02-15T09:12:30.844Z,17,23,0,6,1581757950844
池州,2020-02-15T09:12:30.844Z,13,17,0,4,1581757950844
黄山,2020-02-15T09:12:30.844Z,8,9,0,1,1581757950844
滁州,2020-02-15T09:12:30.844Z,6,13,0,7,1581757950844
宣城,2020-02-15T09:12:30.844Z,2,6,0,4,1581757950844
江西,2020-02-15T09:12:30.844Z,702,913,1,210,1581757950844
南昌,2020-02-15T09:12:30.844Z,150,222,0,72,1581757950844
上饶,2020-02-15T09:12:30.844Z,103,123,0,20,1581757950844
九江,2020-02-15T09:12:30.844Z,97,115,0,18,1581757950844
新余,2020-02-15T09:12:30.844Z,93,127,0,34,1581757950844
宜春,2020-02-15T09:12:30.844Z,82,102,0,20,1581757950844
赣州,2020-02-15T09:12:30.844Z,61,76,1,14,1581757950844
抚州,2020-02-15T09:12:30.844Z,55,72,0,17,1581757950844
萍乡,2020-02-15T09:12:30.844Z,28,32,0,4,1581757950844
鹰潭,2020-02-15T09:12:30.844Z,15,18,0,3,1581757950844
吉安,2020-02-15T09:12:30.844Z,13,20,0,7,1581757950844
景德镇,2020-02-15T09:12:30.844Z,4,5,0,1,1581757950844
赣江新区,2020-02-15T09:12:30.844Z,1,1,0,0,1581757950844
湖南,2020-02-15T09:12:30.844Z,598,1001,2,401,1581757950844
长沙,2020-02-15T09:12:30.844Z,168,241,0,73,1581757950844
岳阳,2020-02-15T09:12:30.844Z,101,153,1,51,1581757950844
株洲,2020-02-15T09:12:30.844Z,55,78,0,23,1581757950844
常德,2020-02-15T09:12:30.844Z,50,78,0,28,1581757950844
邵阳,2020-02-15T09:12:30.844Z,49,100,1,50,1581757950844
娄底,2020-02-15T09:12:30.844Z,46,75,0,29,1581757950844
益阳,2020-02-15T09:12:30.844Z,35,59,0,24,1581757950844
衡阳,2020-02-15T09:12:30.844Z,21,47,0,26,1581757950844
湘潭,2020-02-15T09:12:30.844Z,21,35,0,14,1581757950844
永州,2020-02-15T09:12:30.844Z,20,43,0,23,1581757950844
郴州,2020-02-15T09:12:30.844Z,17,39,0,22,1581757950844
怀化,2020-02-15T09:12:30.844Z,12,40,0,28,1581757950844
湘西自治州,2020-02-15T09:12:30.844Z,2,8,0,6,1581757950844
张家界,2020-02-15T09:12:30.844Z,1,5,0,4,1581757950844
江苏,2020-02-15T09:12:30.844Z,433,604,0,171,1581757950844
南京,2020-02-15T09:12:30.844Z,64,91,0,27,1581757950844
苏州,2020-02-15T09:12:30.844Z,60,86,0,26,1581757950844
