Name,Dt,ExistingConfirmedDiagnosis,CumulativeDiagnosis,Deaths,Cures,DateMS
湖北,2020-02-15T06:40:34.472Z,48175,54406,1457,4774,1581748834472
武汉,2020-02-15T06:40:34.472Z,34289,37914,1123,2502,1581748834472
孝感,2020-02-15T06:40:34.472Z,2739,3114,62,313,1581748834472
黄冈,2020-02-15T06:40:34.472Z,2138,2817,68,611,1581748834472
荆州,2020-02-15T06:40:34.472Z,1254,1478,32,192,1581748834472
随州,2020-02-15T06:40:34.472Z,1117,1232,19,96,1581748834472
襄阳,2020-02-15T06:40:34.472Z,1025,1128,18,85,1581748834472
鄂州,2020-02-15T06:40:34.472Z,960,1192,33,199,1581748834472
宜昌,2020-02-15T06:40:34.472Z,799,906,15,92,1581748834472
黄石,2020-02-15T06:40:34.472Z,797,980,13,170,1581748834472
荆门,2020-02-15T06:40:34.472Z,762,902,28,112,1581748834472
咸宁,2020-02-15T06:40:34.472Z,705,840,8,127,1581748834472
十堰,2020-02-15T06:40:34.472Z,495,597,2,100,1581748834472
仙桃,2020-02-15T06:40:34.472Z,434,514,17,63,1581748834472
天门,2020-02-15T06:40:34.472Z,391,422,10,21,1581748834472
恩施州,2020-02-15T06:40:34.472Z,169,244,4,71,1581748834472
潜江,2020-02-15T06:40:34.472Z,99,116,5,12,1581748834472
神农架林区,2020-02-15T06:40:34.472Z,2,10,0,8,1581748834472
广东,2020-02-15T06:40:34.472Z,897,1294,2,395,1581748834472
深圳,2020-02-15T06:40:34.472Z,302,406,0,104,1581748834472
广州,2020-02-15T06:40:34.472Z,229,335,0,106,1581748834472
东莞,2020-02-15T06:40:34.472Z,73,81,1,7,1581748834472
佛山,2020-02-15T06:40:34.472Z,62,84,0,22,1581748834472
珠海,2020-02-15T06:40:34.472Z,61,95,0,34,1581748834472
惠州,2020-02-15T06:40:34.472Z,40,58,0,18,1581748834472
中山,2020-02-15T06:40:34.472Z,34,65,0,31,1581748834472
江门,2020-02-15T06:40:34.472Z,19,22,0,3,1581748834472
汕头,2020-02-15T06:40:34.472Z,16,25,0,9,1581748834472
湛江,2020-02-15T06:40:34.472Z,11,22,0,11,1581748834472
茂名,2020-02-15T06:40:34.472Z,10,13,0,3,1581748834472
肇庆,2020-02-15T06:40:34.472Z,9,17,1,7,1581748834472
梅州,2020-02-15T06:40:34.472Z,8,15,0,7,1581748834472
阳江,2020-02-15T06:40:34.472Z,6,13,0,7,1581748834472
韶关,2020-02-15T06:40:34.472Z,6,10,0,4,1581748834472
清远,2020-02-15T06:40:34.472Z,5,12,0,7,1581748834472
揭阳,2020-02-15T06:40:34.472Z,4,8,0,4,1581748834472
汕尾,2020-02-15T06:40:34.472Z,4,5,0,1,1581748834472
潮州,2020-02-15T06:40:34.472Z,4,5,0,1,1581748834472
河源,2020-02-15T06:40:34.472Z,2,3,0,1,1581748834472
待明确地区,2020-02-15T06:40:34.472Z,0,0,0,8,1581748834472
河南,2020-02-15T06:40:34.472Z,821,1212,13,378,1581748834472
信阳,2020-02-15T06:40:34.472Z,187,252,1,64,1581748834472
南阳,2020-02-15T06:40:34.472Z,96,150,2,52,1581748834472
郑州,2020-02-15T06:40:34.472Z,80,144,0,64,1581748834472
驻马店,2020-02-15T06:40:34.472Z,79,138,0,59,1581748834472
商丘,2020-02-15T06:40:34.472Z,63,90,2,25,1581748834472
周口,2020-02-15T06:40:34.472Z,45,70,0,25,1581748834472
新乡,2020-02-15T06:40:34.472Z,43,55,2,10,1581748834472
平顶山,2020-02-15T06:40:34.472Z,38,58,1,19,1581748834472
安阳,2020-02-15T06:40:34.472Z,35,51,0,16,1581748834472
许昌,2020-02-15T06:40:34.472Z,31,37,0,6,1581748834472
漯河,2020-02-15T06:40:34.472Z,25,34,0,9,1581748834472
洛阳,2020-02-15T06:40:34.472Z,23,31,0,8,1581748834472
焦作,2020-02-15T06:40:34.472Z,23,30,1,6,1581748834472
开封,2020-02-15T06:40:34.472Z,19,25,0,6,1581748834472
濮阳,2020-02-15T06:40:34.472Z,16,17,0,1,1581748834472
鹤壁,2020-02-15T06:40:34.472Z,15,19,0,4,1581748834472
济源,2020-02-15T06:40:34.472Z,4,4,0,0,1581748834472
三门峡,2020-02-15T06:40:34.472Z,3,7,0,4,1581748834472
待明确地区,2020-02-15T06:40:34.472Z,0,0,4,0,1581748834472
浙江,2020-02-15T06:40:34.472Z,745,1162,0,417,1581748834472
温州,2020-02-15T06:40:34.472Z,340,499,0,159,1581748834472
宁波,2020-02-15T06:40:34.472Z,108,154,0,46,1581748834472
杭州,2020-02-15T06:40:34.472Z,93,166,0,73,1581748834472
台州,2020-02-15T06:40:34.472Z,85,145,0,60,1581748834472
嘉兴,2020-02-15T06:40:34.472Z,33,43,0,10,1581748834472
金华,2020-02-15T06:40:34.472Z,31,55,0,24,1581748834472
绍兴,2020-02-15T06:40:34.472Z,25,42,0,17,1581748834472
衢州,2020-02-15T06:40:34.472Z,12,21,0,9,1581748834472
丽水,2020-02-15T06:40:34.472Z,7,17,0,10,1581748834472
湖州,2020-02-15T06:40:34.472Z,6,10,0,4,1581748834472
舟山,2020-02-15T06:40:34.472Z,5,10,0,5,1581748834472
安徽,2020-02-15T06:40:34.472Z,731,950,6,213,1581748834472
蚌埠,2020-02-15T06:40:34.472Z,141,153,5,7,1581748834472
合肥,2020-02-15T06:40:34.472Z,129,168,1,38,1581748834472
阜阳,2020-02-15T06:40:34.472Z,122,150,0,28,1581748834472
亳州,2020-02-15T06:40:34.472Z,82,107,0,25,1581748834472
安庆,2020-02-15T06:40:34.472Z,49,82,0,33,1581748834472
