Name,Dt,ExistingConfirmedDiagnosis,CumulativeDiagnosis,Deaths,Cures,DateMS
湖北,2020-02-15T14:43:34.643Z,48132,54406,1457,4817,1581777814643
武汉,2020-02-15T14:43:34.643Z,34256,37914,1123,2535,1581777814643
孝感,2020-02-15T14:43:34.643Z,2739,3114,62,313,1581777814643
黄冈,2020-02-15T14:43:34.643Z,2138,2817,68,611,1581777814643
荆州,2020-02-15T14:43:34.643Z,1253,1478,32,193,1581777814643
随州,2020-02-15T14:43:34.643Z,1117,1232,19,96,1581777814643
襄阳,2020-02-15T14:43:34.643Z,1025,1128,18,85,1581777814643
鄂州,2020-02-15T14:43:34.643Z,960,1192,33,199,1581777814643
宜昌,2020-02-15T14:43:34.643Z,799,906,15,92,1581777814643
黄石,2020-02-15T14:43:34.643Z,789,980,13,178,1581777814643
荆门,2020-02-15T14:43:34.643Z,762,902,28,112,1581777814643
咸宁,2020-02-15T14:43:34.643Z,705,840,8,127,1581777814643
十堰,2020-02-15T14:43:34.643Z,494,597,2,101,1581777814643
仙桃,2020-02-15T14:43:34.643Z,434,514,17,63,1581777814643
天门,2020-02-15T14:43:34.643Z,391,422,10,21,1581777814643
恩施州,2020-02-15T14:43:34.643Z,169,244,4,71,1581777814643
潜江,2020-02-15T14:43:34.643Z,99,116,5,12,1581777814643
神农架林区,2020-02-15T14:43:34.643Z,2,10,0,8,1581777814643
广东,2020-02-15T14:43:34.643Z,882,1294,2,410,1581777814643
深圳,2020-02-15T14:43:34.643Z,291,406,0,115,1581777814643
广州,2020-02-15T14:43:34.643Z,229,335,0,106,1581777814643
东莞,2020-02-15T14:43:34.643Z,73,81,1,7,1581777814643
珠海,2020-02-15T14:43:34.643Z,61,95,0,34,1581777814643
佛山,2020-02-15T14:43:34.643Z,61,84,0,23,1581777814643
中山,2020-02-15T14:43:34.643Z,34,65,0,31,1581777814643
惠州,2020-02-15T14:43:34.643Z,32,58,0,26,1581777814643
江门,2020-02-15T14:43:34.643Z,19,22,0,3,1581777814643
汕头,2020-02-15T14:43:34.643Z,14,25,0,11,1581777814643
湛江,2020-02-15T14:43:34.643Z,11,22,0,11,1581777814643
茂名,2020-02-15T14:43:34.643Z,10,13,0,3,1581777814643
肇庆,2020-02-15T14:43:34.643Z,8,17,1,8,1581777814643
梅州,2020-02-15T14:43:34.643Z,8,15,0,7,1581777814643
阳江,2020-02-15T14:43:34.643Z,6,13,0,7,1581777814643
韶关,2020-02-15T14:43:34.643Z,6,10,0,4,1581777814643
清远,2020-02-15T14:43:34.643Z,5,12,0,7,1581777814643
揭阳,2020-02-15T14:43:34.643Z,4,8,0,4,1581777814643
汕尾,2020-02-15T14:43:34.643Z,4,5,0,1,1581777814643
潮州,2020-02-15T14:43:34.643Z,4,5,0,1,1581777814643
河源,2020-02-15T14:43:34.643Z,2,3,0,1,1581777814643
河南,2020-02-15T14:43:34.643Z,808,1212,13,391,1581777814643
信阳,2020-02-15T14:43:34.643Z,186,252,2,64,1581777814643
南阳,2020-02-15T14:43:34.643Z,96,150,2,52,1581777814643
驻马店,2020-02-15T14:43:34.643Z,79,138,0,59,1581777814643
郑州,2020-02-15T14:43:34.643Z,78,144,0,66,1581777814643
商丘,2020-02-15T14:43:34.643Z,58,90,2,30,1581777814643
周口,2020-02-15T14:43:34.643Z,45,70,0,25,1581777814643
新乡,2020-02-15T14:43:34.643Z,43,55,2,10,1581777814643
平顶山,2020-02-15T14:43:34.643Z,37,58,1,20,1581777814643
安阳,2020-02-15T14:43:34.643Z,33,51,0,18,1581777814643
许昌,2020-02-15T14:43:34.643Z,30,37,0,7,1581777814643
漯河,2020-02-15T14:43:34.643Z,25,34,0,9,1581777814643
焦作,2020-02-15T14:43:34.643Z,23,30,1,6,1581777814643
洛阳,2020-02-15T14:43:34.643Z,22,31,0,9,1581777814643
开封,2020-02-15T14:43:34.643Z,19,25,0,6,1581777814643
鹤壁,2020-02-15T14:43:34.643Z,15,19,0,4,1581777814643
濮阳,2020-02-15T14:43:34.643Z,15,17,0,2,1581777814643
济源,2020-02-15T14:43:34.643Z,4,4,0,0,1581777814643
三门峡,2020-02-15T14:43:34.643Z,3,7,0,4,1581777814643
待明确地区,2020-02-15T14:43:34.643Z,0,0,3,0,1581777814643
浙江,2020-02-15T14:43:34.643Z,734,1162,0,428,1581777814643
温州,2020-02-15T14:43:34.643Z,330,499,0,169,1581777814643
宁波,2020-02-15T14:43:34.643Z,108,154,0,46,1581777814643
杭州,2020-02-15T14:43:34.643Z,93,166,0,73,1581777814643
