Name,Dt,ExistingConfirmedDiagnosis,CumulativeDiagnosis,Deaths,Cures,DateMS
湖北,2020-02-15T11:45:25.663Z,48156,54406,1457,4793,1581767125649
武汉,2020-02-15T11:45:25.663Z,34272,37914,1123,2519,1581767125649
孝感,2020-02-15T11:45:25.663Z,2739,3114,62,313,1581767125649
黄冈,2020-02-15T11:45:25.663Z,2138,2817,68,611,1581767125649
荆州,2020-02-15T11:45:25.663Z,1253,1478,32,193,1581767125649
随州,2020-02-15T11:45:25.663Z,1117,1232,19,96,1581767125649
襄阳,2020-02-15T11:45:25.663Z,1025,1128,18,85,1581767125649
鄂州,2020-02-15T11:45:25.663Z,960,1192,33,199,1581767125649
宜昌,2020-02-15T11:45:25.663Z,799,906,15,92,1581767125649
黄石,2020-02-15T11:45:25.663Z,797,980,13,170,1581767125649
荆门,2020-02-15T11:45:25.663Z,762,902,28,112,1581767125649
咸宁,2020-02-15T11:45:25.663Z,705,840,8,127,1581767125649
十堰,2020-02-15T11:45:25.663Z,494,597,2,101,1581767125649
仙桃,2020-02-15T11:45:25.663Z,434,514,17,63,1581767125649
天门,2020-02-15T11:45:25.663Z,391,422,10,21,1581767125649
恩施州,2020-02-15T11:45:25.663Z,169,244,4,71,1581767125649
潜江,2020-02-15T11:45:25.663Z,99,116,5,12,1581767125649
神农架林区,2020-02-15T11:45:25.663Z,2,10,0,8,1581767125649
广东,2020-02-15T11:45:25.663Z,883,1294,2,409,1581767125649
深圳,2020-02-15T11:45:25.663Z,291,406,0,115,1581767125649
广州,2020-02-15T11:45:25.663Z,229,335,0,106,1581767125649
东莞,2020-02-15T11:45:25.663Z,73,81,1,7,1581767125649
佛山,2020-02-15T11:45:25.663Z,62,84,0,22,1581767125649
珠海,2020-02-15T11:45:25.663Z,61,95,0,34,1581767125649
中山,2020-02-15T11:45:25.663Z,34,65,0,31,1581767125649
惠州,2020-02-15T11:45:25.663Z,32,58,0,26,1581767125649
江门,2020-02-15T11:45:25.663Z,19,22,0,3,1581767125649
汕头,2020-02-15T11:45:25.663Z,14,25,0,11,1581767125649
湛江,2020-02-15T11:45:25.663Z,11,22,0,11,1581767125649
茂名,2020-02-15T11:45:25.663Z,10,13,0,3,1581767125649
肇庆,2020-02-15T11:45:25.663Z,8,17,1,8,1581767125649
梅州,2020-02-15T11:45:25.663Z,8,15,0,7,1581767125649
阳江,2020-02-15T11:45:25.663Z,6,13,0,7,1581767125649
韶关,2020-02-15T11:45:25.663Z,6,10,0,4,1581767125649
清远,2020-02-15T11:45:25.663Z,5,12,0,7,1581767125649
揭阳,2020-02-15T11:45:25.663Z,4,8,0,4,1581767125649
汕尾,2020-02-15T11:45:25.663Z,4,5,0,1,1581767125649
潮州,2020-02-15T11:45:25.663Z,4,5,0,1,1581767125649
河源,2020-02-15T11:45:25.663Z,2,3,0,1,1581767125649
河南,2020-02-15T11:45:25.663Z,809,1212,13,390,1581767125649
信阳,2020-02-15T11:45:25.663Z,186,252,2,64,1581767125649
南阳,2020-02-15T11:45:25.663Z,96,150,2,52,1581767125649
驻马店,2020-02-15T11:45:25.663Z,79,138,0,59,1581767125649
郑州,2020-02-15T11:45:25.663Z,78,144,0,66,1581767125649
商丘,2020-02-15T11:45:25.663Z,58,90,2,30,1581767125649
周口,2020-02-15T11:45:25.663Z,45,70,0,25,1581767125649
新乡,2020-02-15T11:45:25.663Z,43,55,2,10,1581767125649
平顶山,2020-02-15T11:45:25.663Z,38,58,1,19,1581767125649
安阳,2020-02-15T11:45:25.663Z,33,51,0,18,1581767125649
许昌,2020-02-15T11:45:25.663Z,30,37,0,7,1581767125649
漯河,2020-02-15T11:45:25.663Z,25,34,0,9,1581767125649
焦作,2020-02-15T11:45:25.663Z,23,30,1,6,1581767125649
洛阳,2020-02-15T11:45:25.663Z,22,31,0,9,1581767125649
开封,2020-02-15T11:45:25.663Z,19,25,0,6,1581767125649
鹤壁,2020-02-15T11:45:25.663Z,15,19,0,4,1581767125649
濮阳,2020-02-15T11:45:25.663Z,15,17,0,2,1581767125649
济源,2020-02-15T11:45:25.663Z,4,4,0,0,1581767125649
三门峡,2020-02-15T11:45:25.663Z,3,7,0,4,1581767125649
待明确地区,2020-02-15T11:45:25.663Z,0,0,3,0,1581767125649
浙江,2020-02-15T11:45:25.663Z,734,1162,0,428,1581767125649
温州,2020-02-15T11:45:25.663Z,330,499,0,169,1581767125649
宁波,2020-02-15T11:45:25.663Z,108,154,0,46,1581767125649
杭州,2020-02-15T11:45:25.663Z,93,166,0,73,1581767125649
台州,2020-02-15T11:45:25.663Z,85,145,0,60,1581767125649
嘉兴,2020-02-15T11:45:25.663Z,32,43,0,11,1581767125649
金华,2020-02-15T11:45:25.663Z,31,55,0,24,1581767125649
