Name,Dt,ExistingConfirmedDiagnosis,CumulativeDiagnosis,Deaths,Cures,DateMS
湖北,2020-02-13T14:26:49.363Z,43437,48206,1310,3459,1581604009363
武汉,2020-02-13T14:26:49.363Z,30035,32994,1036,1923,1581604009363
孝感,2020-02-13T14:26:49.363Z,2616,2874,49,209,1581604009363
黄冈,2020-02-13T14:26:49.363Z,2177,2662,58,427,1581604009363
荆州,2020-02-13T14:26:49.363Z,1304,1431,23,104,1581604009363
随州,2020-02-13T14:26:49.363Z,1084,1160,14,62,1581604009363
襄阳,2020-02-13T14:26:49.363Z,1022,1101,13,66,1581604009363
鄂州,2020-02-13T14:26:49.363Z,938,1065,30,97,1581604009363
荆门,2020-02-13T14:26:49.363Z,810,927,24,93,1581604009363
黄石,2020-02-13T14:26:49.363Z,787,911,9,115,1581604009363
宜昌,2020-02-13T14:26:49.363Z,727,810,11,72,1581604009363
十堰,2020-02-13T14:26:49.363Z,480,562,1,81,1581604009363
咸宁,2020-02-13T14:26:49.363Z,442,534,7,85,1581604009363
仙桃,2020-02-13T14:26:49.363Z,416,480,16,48,1581604009363
天门,2020-02-13T14:26:49.363Z,339,362,10,13,1581604009363
恩施州,2020-02-13T14:26:49.363Z,177,229,4,48,1581604009363
潜江,2020-02-13T14:26:49.363Z,81,94,5,8,1581604009363
神农架林区,2020-02-13T14:26:49.363Z,2,10,0,8,1581604009363
广东,2020-02-13T14:26:49.363Z,925,1241,2,314,1581604009363
深圳,2020-02-13T14:26:49.363Z,297,391,0,94,1581604009363
广州,2020-02-13T14:26:49.363Z,249,327,0,78,1581604009363
佛山,2020-02-13T14:26:49.363Z,64,81,0,17,1581604009363
东莞,2020-02-13T14:26:49.363Z,63,70,0,7,1581604009363
珠海,2020-02-13T14:26:49.363Z,62,89,0,27,1581604009363
中山,2020-02-13T14:26:49.363Z,42,64,0,22,1581604009363
惠州,2020-02-13T14:26:49.363Z,41,55,0,14,1581604009363
江门,2020-02-13T14:26:49.363Z,18,22,0,4,1581604009363
汕头,2020-02-13T14:26:49.363Z,17,25,0,8,1581604009363
茂名,2020-02-13T14:26:49.363Z,11,13,0,2,1581604009363
湛江,2020-02-13T14:26:49.363Z,10,21,0,11,1581604009363
