Name,Dt,ExistingConfirmedDiagnosis,CumulativeDiagnosis,Deaths,Cures,DateMS
湖北,2020-02-13T13:56:33.462Z,43438,48206,1310,3458,1581602193462
武汉,2020-02-13T13:56:33.462Z,30035,32994,1036,1923,1581602193462
孝感,2020-02-13T13:56:33.462Z,2616,2874,49,209,1581602193462
黄冈,2020-02-13T13:56:33.462Z,2177,2662,58,427,1581602193462
荆州,2020-02-13T13:56:33.462Z,1304,1431,23,104,1581602193462
随州,2020-02-13T13:56:33.462Z,1084,1160,14,62,1581602193462
襄阳,2020-02-13T13:56:33.462Z,1022,1101,13,66,1581602193462
鄂州,2020-02-13T13:56:33.462Z,939,1065,30,96,1581602193462
荆门,2020-02-13T13:56:33.462Z,810,927,24,93,1581602193462
黄石,2020-02-13T13:56:33.462Z,787,911,9,115,1581602193462
宜昌,2020-02-13T13:56:33.462Z,727,810,11,72,1581602193462
十堰,2020-02-13T13:56:33.462Z,480,562,1,81,1581602193462
咸宁,2020-02-13T13:56:33.462Z,442,534,7,85,1581602193462
仙桃,2020-02-13T13:56:33.462Z,416,480,16,48,1581602193462
天门,2020-02-13T13:56:33.462Z,339,362,10,13,1581602193462
恩施州,2020-02-13T13:56:33.462Z,177,229,4,48,1581602193462
潜江,2020-02-13T13:56:33.462Z,81,94,5,8,1581602193462
神农架林区,2020-02-13T13:56:33.462Z,2,10,0,8,1581602193462
广东,2020-02-13T13:56:33.462Z,925,1241,2,314,1581602193462
深圳,2020-02-13T13:56:33.462Z,297,391,0,94,1581602193462
广州,2020-02-13T13:56:33.462Z,249,327,0,78,1581602193462
佛山,2020-02-13T13:56:33.462Z,64,81,0,17,1581602193462
东莞,2020-02-13T13:56:33.462Z,63,70,0,7,1581602193462
珠海,2020-02-13T13:56:33.462Z,62,89,0,27,1581602193462
中山,2020-02-13T13:56:33.462Z,42,64,0,22,1581602193462
惠州,2020-02-13T13:56:33.462Z,41,55,0,14,1581602193462
江门,2020-02-13T13:56:33.462Z,18,22,0,4,1581602193462
汕头,2020-02-13T13:56:33.462Z,17,25,0,8,1581602193462
茂名,2020-02-13T13:56:33.462Z,11,13,0,2,1581602193462
湛江,2020-02-13T13:56:33.462Z,10,21,0,11,1581602193462
肇庆,2020-02-13T13:56:33.462Z,8,16,1,7,1581602193462
阳江,2020-02-13T13:56:33.462Z,8,13,0,5,1581602193462
梅州,2020-02-13T13:56:33.462Z,8,13,0,5,1581602193462
清远,2020-02-13T13:56:33.462Z,7,12,0,5,1581602193462
韶关,2020-02-13T13:56:33.462Z,5,8,0,3,1581602193462
揭阳,2020-02-13T13:56:33.462Z,5,8,0,3,1581602193462
潮州,2020-02-13T13:56:33.462Z,5,5,0,0,1581602193462
汕尾,2020-02-13T13:56:33.462Z,4,5,0,1,1581602193462
河源,2020-02-13T13:56:33.462Z,2,3,0,1,1581602193462
待明确地区,2020-02-13T13:56:33.462Z,0,0,1,0,1581602193462
河南,2020-02-13T13:56:33.462Z,865,1169,10,294,1581602193462
信阳,2020-02-13T13:56:33.462Z,191,240,0,49,1581602193462
南阳,2020-02-13T13:56:33.462Z,105,145,2,38,1581602193462
驻马店,2020-02-13T13:56:33.462Z,92,134,0,42,1581602193462
郑州,2020-02-13T13:56:33.462Z,89,141,0,52,1581602193462
商丘,2020-02-13T13:56:33.462Z,60,87,2,25,1581602193462
周口,2020-02-13T13:56:33.462Z,48,68,0,20,1581602193462
新乡,2020-02-13T13:56:33.462Z,45,54,2,7,1581602193462
安阳,2020-02-13T13:56:33.462Z,37,50,0,13,1581602193462
平顶山,2020-02-13T13:56:33.462Z,36,56,1,19,1581602193462
许昌,2020-02-13T13:56:33.462Z,31,34,0,3,1581602193462
漯河,2020-02-13T13:56:33.462Z,27,33,0,6,1581602193462
洛阳,2020-02-13T13:56:33.462Z,26,30,0,4,1581602193462
焦作,2020-02-13T13:56:33.462Z,23,29,1,5,1581602193462
开封,2020-02-13T13:56:33.462Z,22,25,0,3,1581602193462
鹤壁,2020-02-13T13:56:33.462Z,15,19,0,4,1581602193462
